Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
96,XRP,XRP,"Apr 01, 2022",$0.81 ,$0.83 ,$0.81 ,$0.83 ,"$2,091,887,103 ","$39,843,448,345 "
97,XRP,XRP,"Mar 31, 2022",$0.86 ,$0.87 ,$0.80 ,$0.81 ,"$2,611,691,934 ","$39,198,153,818 "
98,XRP,XRP,"Mar 30, 2022",$0.86 ,$0.87 ,$0.85 ,$0.86 ,"$1,832,671,641 ","$41,423,775,759 "
99,XRP,XRP,"Mar 29, 2022",$0.86 ,$0.88 ,$0.85 ,$0.86 ,"$2,120,020,042 ","$41,288,330,509 "
100,XRP,XRP,"Mar 28, 2022",$0.86 ,$0.91 ,$0.86 ,$0.86 ,"$3,205,464,277 ","$41,543,592,040 "
101,XRP,XRP,"Mar 27, 2022",$0.83 ,$0.86 ,$0.83 ,$0.86 ,"$1,505,124,770 ","$41,256,704,403 "
102,XRP,XRP,"Mar 26, 2022",$0.83 ,$0.83 ,$0.82 ,$0.83 ,"$1,056,420,320 ","$40,074,334,008 "
103,XRP,XRP,"Mar 25, 2022",$0.84 ,$0.84 ,$0.82 ,$0.83 ,"$1,600,059,784 ","$39,706,449,501 "
104,XRP,XRP,"Mar 24, 2022",$0.84 ,$0.85 ,$0.83 ,$0.84 ,"$2,278,978,187 ","$40,564,997,433 "
105,XRP,XRP,"Mar 23, 2022",$0.84 ,$0.84 ,$0.82 ,$0.84 ,"$2,076,377,569 ","$40,320,473,827 "
106,XRP,XRP,"Mar 22, 2022",$0.84 ,$0.86 ,$0.83 ,$0.84 ,"$2,370,573,276 ","$40,282,456,862 "
107,XRP,XRP,"Mar 21, 2022",$0.81 ,$0.85 ,$0.79 ,$0.84 ,"$2,485,293,314 ","$40,333,234,043 "
108,XRP,XRP,"Mar 20, 2022",$0.82 ,$0.82 ,$0.80 ,$0.81 ,"$1,529,598,149 ","$38,791,824,341 "
109,XRP,XRP,"Mar 19, 2022",$0.80 ,$0.83 ,$0.79 ,$0.82 ,"$2,046,393,370 ","$39,429,560,357 "
110,XRP,XRP,"Mar 18, 2022",$0.79 ,$0.80 ,$0.78 ,$0.80 ,"$1,850,743,124 ","$38,413,837,887 "
111,XRP,XRP,"Mar 17, 2022",$0.79 ,$0.80 ,$0.78 ,$0.79 ,"$1,862,028,805 ","$38,184,631,423 "
112,XRP,XRP,"Mar 16, 2022",$0.77 ,$0.79 ,$0.76 ,$0.79 ,"$2,480,411,473 ","$38,126,427,532 "
113,XRP,XRP,"Mar 15, 2022",$0.77 ,$0.78 ,$0.75 ,$0.77 ,"$1,830,181,545 ","$36,840,914,667 "
