Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
118,Bitcoin,BTC,"Mar 10, 2022","$41,974.07 ","$42,004.73 ","$38,832.94 ","$39,437.46 ","$31,078,064,711 ","$748,513,363,763 "
119,Bitcoin,BTC,"Mar 09, 2022","$38,742.82 ","$42,465.67 ","$38,706.09 ","$41,982.93 ","$32,284,121,034 ","$796,787,661,849 "
120,Bitcoin,BTC,"Mar 08, 2022","$38,059.90 ","$39,304.44 ","$37,957.39 ","$38,737.27 ","$25,776,583,476 ","$735,156,346,355 "
121,Bitcoin,BTC,"Mar 07, 2022","$38,429.30 ","$39,430.23 ","$37,260.20 ","$38,062.04 ","$28,546,143,503 ","$722,305,696,828 "
122,Bitcoin,BTC,"Mar 06, 2022","$39,404.20 ","$39,640.18 ","$38,211.65 ","$38,419.98 ","$19,745,229,902 ","$729,062,407,067 "
123,Bitcoin,BTC,"Mar 05, 2022","$39,148.45 ","$39,566.34 ","$38,777.04 ","$39,400.58 ","$16,975,917,450 ","$747,638,613,405 "
124,Bitcoin,BTC,"Mar 04, 2022","$42,458.14 ","$42,479.61 ","$38,805.85 ","$39,137.60 ","$28,516,271,427 ","$742,617,908,335 "
125,Bitcoin,BTC,"Mar 03, 2022","$43,925.20 ","$44,021.58 ","$41,914.75 ","$42,451.79 ","$24,967,782,593 ","$805,466,458,785 "
126,Bitcoin,BTC,"Mar 02, 2022","$44,357.62 ","$45,077.58 ","$43,432.85 ","$43,924.12 ","$29,183,112,630 ","$833,361,543,695 "
127,Bitcoin,BTC,"Mar 01, 2022","$43,194.50 ","$44,793.60 ","$42,952.58 ","$44,354.64 ","$32,479,047,645 ","$841,491,170,716 "
128,Bitcoin,BTC,"Feb 28, 2022","$37,706.00 ","$43,760.46 ","$37,518.21 ","$43,193.23 ","$35,690,014,104 ","$819,414,782,676 "
129,Bitcoin,BTC,"Feb 27, 2022","$39,098.70 ","$39,778.94 ","$37,268.98 ","$37,709.78 ","$23,450,127,612 ","$715,351,995,828 "
130,Bitcoin,BTC,"Feb 26, 2022","$39,213.08 ","$40,005.35 ","$38,702.53 ","$39,105.15 ","$17,467,554,129 ","$741,789,694,059 "
131,Bitcoin,BTC,"Feb 25, 2022","$38,333.75 ","$39,630.32 ","$38,111.34 ","$39,214.22 ","$26,545,599,159 ","$743,827,806,938 "
132,Bitcoin,BTC,"Feb 24, 2022","$37,278.57 ","$38,968.84 ","$34,459.22 ","$38,332.61 ","$46,383,802,093 ","$727,072,550,320 "
133,Bitcoin,BTC,"Feb 23, 2022","$38,285.28 ","$39,122.39 ","$37,201.82 ","$37,296.57 ","$21,849,073,843 ","$707,390,766,255 "
134,Bitcoin,BTC,"Feb 22, 2022","$37,068.77 ","$38,359.85 ","$36,488.93 ","$38,286.03 ","$25,493,150,450 ","$726,121,533,658 "
135,Bitcoin,BTC,"Feb 21, 2022","$38,423.21 ","$39,394.44 ","$36,950.48 ","$37,075.28 ","$29,280,402,798 ","$703,124,071,472 "
