Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
98,Dogecoin,DOGE,"Mar 30, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$884,305,263 ","$18,999,790,005 "
99,Dogecoin,DOGE,"Mar 29, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$961,074,557 ","$19,166,891,229 "
100,Dogecoin,DOGE,"Mar 28, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$1,476,875,507 ","$18,926,447,924 "
101,Dogecoin,DOGE,"Mar 27, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$1,445,019,558 ","$19,201,643,340 "
102,Dogecoin,DOGE,"Mar 26, 2022",$0.13 ,$0.14 ,$0.13 ,$0.14 ,"$610,401,998 ","$18,025,649,264 "
103,Dogecoin,DOGE,"Mar 25, 2022",$0.14 ,$0.14 ,$0.13 ,$0.13 ,"$882,486,375 ","$17,381,607,142 "
104,Dogecoin,DOGE,"Mar 24, 2022",$0.13 ,$0.14 ,$0.13 ,$0.14 ,"$2,017,926,806 ","$18,116,185,139 "
105,Dogecoin,DOGE,"Mar 23, 2022",$0.12 ,$0.13 ,$0.12 ,$0.13 ,"$998,922,753 ","$17,211,007,774 "
106,Dogecoin,DOGE,"Mar 22, 2022",$0.12 ,$0.13 ,$0.12 ,$0.12 ,"$610,507,111 ","$16,249,675,347 "
107,Dogecoin,DOGE,"Mar 21, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$439,486,516 ","$15,832,853,888 "
108,Dogecoin,DOGE,"Mar 20, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$428,111,799 ","$15,808,231,748 "
109,Dogecoin,DOGE,"Mar 19, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$628,081,786 ","$16,393,940,633 "
110,Dogecoin,DOGE,"Mar 18, 2022",$0.12 ,$0.12 ,$0.11 ,$0.12 ,"$410,862,503 ","$15,828,383,189 "
111,Dogecoin,DOGE,"Mar 17, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$412,838,814 ","$15,456,398,815 "
112,Dogecoin,DOGE,"Mar 16, 2022",$0.11 ,$0.12 ,$0.11 ,$0.12 ,"$537,170,937 ","$15,510,325,926 "
113,Dogecoin,DOGE,"Mar 15, 2022",$0.11 ,$0.11 ,$0.11 ,$0.11 ,"$400,614,617 ","$14,963,114,196 "
114,Dogecoin,DOGE,"Mar 14, 2022",$0.11 ,$0.12 ,$0.11 ,$0.11 ,"$822,092,169 ","$15,130,807,238 "
115,Dogecoin,DOGE,"Mar 13, 2022",$0.12 ,$0.12 ,$0.11 ,$0.11 ,"$373,430,106 ","$14,807,135,517 "
116,Dogecoin,DOGE,"Mar 12, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$235,277,001 ","$15,275,143,422 "
117,Dogecoin,DOGE,"Mar 11, 2022",$0.12 ,$0.12 ,$0.11 ,$0.12 ,"$388,727,358 ","$15,337,034,425 "
118,Dogecoin,DOGE,"Mar 10, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$513,641,345 ","$15,507,241,029 "
119,Dogecoin,DOGE,"Mar 09, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$519,157,507 ","$16,131,156,179 "
120,Dogecoin,DOGE,"Mar 08, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$491,414,294 ","$15,526,365,775 "
